time,x,x_from_y
0.0,,
0.050505050505050504,,
0.10101010101010101,-2.373168443826075,-2.373168443826075
0.15151515151515152,-1.2166685456430653,-1.2166685456430653
0.20202020202020202,-0.7370038543438745,-0.7370038543438745
0.25252525252525254,-0.4540930817122227,-0.4540930817122227
0.30303030303030304,-0.26037471068543244,-0.26037471068543244
0.35353535353535354,-0.11614940404651786,-0.11614940404651786
0.40404040404040403,-0.0028575649187729804,-0.0028575649187729804
0.45454545454545453,0.0895084351947777,0.0895084351947777
0.5050505050505051,0.16689248732858986,0.16689248732858986
0.5555555555555556,0.23308147970010615,0.23308147970010615
0.6060606060606061,0.2906204547391533,0.2906204547391533
0.6565656565656566,0.34129343071582857,0.34129343071582857
0.7070707070707071,0.3863943806900007,0.3863943806900007
0.7575757575757576,0.42688873127609106,0.42688873127609106
0.8080808080808081,0.4635141142686859,0.4635141142686859
0.8585858585858586,0.4968457622906191,0.4968457622906191
0.9090909090909091,0.5273402652542506,0.5273402652542506
0.9595959595959596,0.5553656733607535,0.5553656733607535
1.0101010101010102,0.5812227673694322,0.5812227673694322
1.0606060606060606,0.6051603996427436,0.6051603996427436
1.1111111111111112,0.6273867428723457,0.6273867428723457
1.1616161616161615,0.6480776883140577,0.6480776883140577
1.2121212121212122,0.6673832144067733,0.6673832144067733
1.2626262626262625,0.6854322762161739,0.6854322762161739
1.3131313131313131,0.7023366081835569,0.7023366081835569
1.3636363636363635,0.7181937114915049,0.7181937114915049
1.4141414141414141,0.7330892289105174,0.7330892289105174
1.4646464646464645,0.7470988441650417,0.7470988441650417
1.5151515151515151,0.7602898204324419,0.7602898204324419
1.5656565656565655,0.7727222504818708,0.7727222504818708
1.6161616161616161,0.7844500853584876,0.7844500853584876
1.6666666666666667,0.7955219804641591,0.7955219804641591
1.7171717171717171,0.80598200203539,0.80598200203539
1.7676767676767677,0.8158702181760723,0.8158702181760723
1.8181818181818181,0.8252231930939561,0.8252231930939561
1.8686868686868687,0.8340744066476988,0.8340744066476988
1.9191919191919191,0.8424546109020328,0.8424546109020328
1.9696969696969697,0.8503921346949063,0.8503921346949063
2.0202020202020203,0.8579131442383398,0.8579131442383398
2.0707070707070705,0.8650418683219543,0.8650418683219543
2.121212121212121,0.8718007930911574,0.8718007930911574
2.1717171717171717,0.8782108314993184,0.8782108314993184
2.2222222222222223,0.8842914707807692,0.8842914707807692
2.2727272727272725,0.8900609021214477,0.8900609021214477
2.323232323232323,0.895536134631808,0.895536134631808
2.3737373737373737,0.9007330957733563,0.9007330957733563
2.4242424242424243,0.9056667208269111,0.9056667208269111
2.474747474747475,0.9103510321441768,0.9103510321441768
2.525252525252525,0.9147992099660741,0.9147992099660741
2.5757575757575757,0.9190236561676522,0.9190236561676522
2.6262626262626263,0.9230360511715653,0.9230360511715653
2.676767676767677,0.9268474055550615,0.9268474055550615
2.727272727272727,0.9304681068023243,0.9304681068023243
2.7777777777777777,0.9339079613847184,0.9339079613847184
2.8282828282828283,0.9371762334280482,0.9371762334280482
2.878787878787879,0.9402816802334459,0.9402816802334459
2.929292929292929,0.9432325841020145,0.9432325841020145
2.9797979797979797,0.9460367820201622,0.9460367820201622
3.0303030303030303,0.9487016931858873,0.9487016931858873
3.080808080808081,0.951234343880089,0.951234343880089
3.131313131313131,0.953641390697715,0.953641390697715
3.1818181818181817,0.9559291423302557,0.9559291423302557
3.2323232323232323,0.9581035794287962,0.9581035794287962
3.282828282828283,0.9601703731193164,0.9601703731193164
3.3333333333333335,0.9621349025278125,0.9621349025278125
3.3838383838383836,0.9640022709567838,0.9640022709567838
3.4343434343434343,0.9657773208613372,0.9657773208613372
3.484848484848485,0.9674646481406,0.9674646481406
3.5353535353535355,0.9690686155051916,0.9690686155051916
3.5858585858585856,0.9705933647521069,0.9705933647521069
3.6363636363636362,0.972042828561168,0.972042828561168
3.686868686868687,0.9734207416367149,0.9734207416367149
3.7373737373737375,0.9747306509042841,0.9747306509042841
3.7878787878787876,0.9759759253263149,0.9759759253263149
3.8383838383838382,0.9771597652457303,0.9771597652457303
3.888888888888889,0.9782852109563462,0.9782852109563462
3.9393939393939394,0.9793551509186942,0.9793551509186942
3.9898989898989896,0.9803723296318285,0.9803723296318285
4.040404040404041,0.9813393549020286,0.9813393549020286
4.090909090909091,0.9822587047515137,0.9822587047515137
4.141414141414141,0.9831327340731364,0.9831327340731364
4.191919191919192,0.9839636808373217,0.9839636808373217
4.242424242424242,0.9847536719223398,0.9847536719223398
4.292929292929293,0.9855047287552283,0.9855047287552283
4.343434343434343,0.9862187726362369,0.9862187726362369
4.393939393939394,0.986897629674153,0.986897629674153
4.444444444444445,0.9875430355844239,0.9875430355844239
4.494949494949495,0.9881566402551272,0.9881566402551272
4.545454545454545,0.9887400119509915,0.9887400119509915
4.595959595959596,0.9892946413987698,0.9892946413987698
4.646464646464646,0.9898219456996645,0.9898219456996645
4.696969696969697,0.9903232719310049,0.9903232719310049
4.747474747474747,0.9907999006260575,0.9907999006260575
4.797979797979798,0.9912530491239758,0.9912530491239758
4.848484848484849,0.9916838746691159,0.9916838746691159
4.898989898989899,0.9920934773760058,0.9920934773760058
4.94949494949495,0.9924829030957406,0.9924829030957406
5.0,0.9928531460917208,0.9928531460917208
