time,x,x_from_y
-2.0,38.0,38.0
-1.9899749373433584,37.61002757520368,37.61002757520368
-1.9799498746867168,37.22206518803274,37.22206518803274
-1.9699248120300752,36.836112838487196,36.836112838487196
-1.9598997493734336,36.452170526567045,36.452170526567045
-1.949874686716792,36.07023825227229,36.07023825227229
-1.9398496240601504,35.69031601560292,35.69031601560292
-1.9298245614035088,35.31240381655894,35.31240381655894
-1.9197994987468672,34.936501655140354,34.936501655140354
-1.9097744360902256,34.562609531347164,34.562609531347164
-1.899749373433584,34.19072744517936,34.19072744517936
-1.8897243107769424,33.82085539663696,33.82085539663696
-1.8796992481203008,33.452993385719935,33.452993385719935
-1.8696741854636592,33.087141412428316,33.087141412428316
-1.8596491228070176,32.72329947676207,32.72329947676207
-1.849624060150376,32.36146757872124,32.36146757872124
-1.8395989974937343,32.001645718305795,32.001645718305795
-1.8295739348370927,31.643833895515733,31.643833895515733
-1.8195488721804511,31.288032110351065,31.288032110351065
-1.8095238095238095,30.934240362811792,30.934240362811792
-1.799498746867168,30.58245865289791,30.58245865289791
-1.7894736842105263,30.232686980609415,30.232686980609415
-1.7794486215538847,29.884925345946318,29.884925345946318
-1.7694235588972431,29.53917374890861,29.53917374890861
-1.7593984962406015,29.1954321894963,29.1954321894963
-1.74937343358396,28.853700667709376,28.853700667709376
-1.7393483709273183,28.513979183547846,28.513979183547846
-1.7293233082706767,28.176267737011703,28.176267737011703
-1.719298245614035,27.840566328100955,27.840566328100955
-1.7092731829573935,27.5068749568156,27.5068749568156
-1.699248120300752,27.175193623155636,27.175193623155636
-1.6892230576441103,26.84552232712106,26.84552232712106
-1.6791979949874687,26.51786106871188,26.51786106871188
-1.669172932330827,26.19220984792809,26.19220984792809
-1.6591478696741855,25.868568664769693,25.868568664769693
-1.6491228070175439,25.54693751923669,25.54693751923669
-1.6390977443609023,25.227316411329074,25.227316411329074
-1.6290726817042607,24.909705341046852,24.909705341046852
-1.619047619047619,24.594104308390023,24.594104308390023
-1.6090225563909775,24.280513313358583,24.280513313358583
-1.5989974937343359,23.96893235595254,23.96893235595254
-1.5889724310776943,23.659361436171885,23.659361436171885
-1.5789473684210527,23.351800554016624,23.351800554016624
-1.568922305764411,23.04624970948675,23.04624970948675
-1.5588972431077694,22.742708902582272,22.742708902582272
-1.5488721804511278,22.441178133303183,22.441178133303183
-1.5388471177944862,22.141657401649486,22.141657401649486
-1.5288220551378446,21.844146707621185,21.844146707621185
-1.518796992481203,21.548646051218274,21.548646051218274
-1.5087719298245614,21.255155432440752,21.255155432440752
-1.4987468671679198,20.963674851288623,20.963674851288623
-1.4887218045112782,20.674204307761887,20.674204307761887
-1.4786967418546366,20.386743801860543,20.386743801860543
-1.468671679197995,20.101293333584586,20.101293333584586
-1.4586466165413534,19.817852902934025,19.817852902934025
-1.4486215538847118,19.536422509908856,19.536422509908856
-1.4385964912280702,19.25700215450908,19.25700215450908
-1.4285714285714286,18.979591836734695,18.979591836734695
-1.418546365914787,18.7041915565857,18.7041915565857
-1.4085213032581454,18.430801314062098,18.430801314062098
